Year,Month,Day,DJIAPercentChange
1997,2,4,0.401104875
1997,2,5,-1.267286164
1997,2,6,0.388326491
1997,2,7,1.221006629
1997,2,10,-0.719099157
1997,2,11,0.758098876
1997,2,12,1.509164346
1997,2,13,0.873362445
1997,2,14,-0.47562087
1997,2,18,1.12319359
1997,2,19,-0.670675628
1997,2,20,-1.32049401
1997,2,21,0.060628807
1997,2,24,1.105083963
1997,2,25,0.422362376
1997,2,26,-0.775810623
1997,2,27,-0.831996792
1997,2,28,-0.68446665
1997,3,3,0.599037469
1997,3,4,-0.956799491
1997,3,5,1.360047864
1997,3,6,-0.017276379
1997,3,7,0.80925022
1997,3,10,1.121284406
1997,3,11,0.081927847
1997,3,12,-0.646417885
1997,3,13,-2.06019705
1997,3,14,0.822805972
1997,3,17,0.288371422
1997,3,18,-0.846811875
1997,3,19,-0.274048082
1997,3,20,-0.834581328
1997,3,21,-0.22726273
1997,3,24,1.47689866
1997,3,25,-0.421415435
1997,3,26,0.065443123
1997,3,27,-2.036130045
1997,3,31,-2.330653058
1997,4,1,0.419229893
1997,4,2,-1.423363737
1997,4,3,-0.607641553
1997,4,4,0.751844876
1997,4,7,0.456628001
1997,4,8,0.81300813
1997,4,9,-0.686921261
1997,4,10,-0.361071331
1997,4,11,-2.110421931
1997,4,14,0.941846457
1997,4,15,2.002198857
1997,4,16,1.407274715
1997,4,17,-0.318867049
1997,4,18,0.675817739
1997,4,21,-0.64741333
1997,4,22,2.60352542
1997,4,23,-0.305841723
1997,4,24,-0.29944075
1997,4,25,-0.786184356
1997,4,28,0.654409473
1997,4,29,2.0701384
1997,4,30,0.675093364
1997,5,1,-0.463689542
1997,5,2,1.357414176
1997,5,5,2.015216653
1997,5,6,0.160805135
1997,5,7,-1.932099705
1997,5,8,0.718348222
1997,5,9,0.461003839
1997,5,12,1.719785201
1997,5,13,-0.255046073
1997,5,14,0.164966594
1997,5,15,0.650544866
1997,5,16,-1.87662807
1997,5,19,0.47534991
1997,5,20,1.031968903
1997,5,21,-0.175258438
1997,5,22,-0.447144993
1997,5,23,1.174834036
1997,5,27,0.510488844
1997,5,28,-0.354850069
1997,5,29,-0.366987441
1997,5,30,0.010913754
1997,6,2,-0.567453281
1997,6,3,0.312782945
1997,6,4,-0.581220426
1997,6,5,0.489703839
1997,6,6,1.786374276
1997,6,9,0.574248904
1997,6,10,0.812997259
1997,6,11,0.484129826
1997,6,12,1.791229969
1997,6,13,0.914219024
1997,6,16,-0.127216654
1997,6,17,-0.14539185
1997,6,18,-0.542469848
1997,6,19,0.756604091
1997,6,20,0.249450309
1997,6,23,-2.465208748
1997,6,24,-0.371131373
1997,6,25,-0.877792243
1997,6,26,-0.464239272
1997,6,27,0.436356035
1997,6,30,-0.193816096
1997,7,1,0.645136065
1997,7,2,0.946609171
1997,7,3,1.152988803
1997,7,7,-0.47240305
1997,7,8,1.32086276
1997,7,9,-1.505846301
1997,7,10,0.566153218
1997,7,11,0.44377948
1997,7,14,0.015148072
1997,7,15,0.665152089
1997,7,16,0.792406936
1997,7,17,-0.225155183
1997,7,18,-1.624526232
1997,7,21,0.205310183
1997,7,22,1.96036273
1997,7,23,0.331195654
1997,7,24,0.352356461
1997,7,25,-0.04311991
1997,7,28,0.094904726
1997,7,29,0.657546391
1997,7,30,0.983546394
1997,7,31,-0.391282753
1997,8,1,-0.347821857
1997,8,4,0.054918233
1997,8,5,-0.134170885
1997,8,6,0.876946565
1997,8,7,-0.863269284
1997,8,8,-1.706117054
1997,8,11,0.384749477
1997,8,12,-1.256496446
1997,8,13,-0.408250427
1997,8,14,0.172798708
1997,8,15,-2.836109252
1997,8,18,1.412660663
1997,8,19,1.469872107
1997,8,20,1.302080044
1997,8,21,-1.585797636
1997,8,22,-0.077273879
1997,8,25,-0.358777368
1997,8,26,-0.984782941
1997,8,27,0.065534168
1997,8,28,-1.192968038
1997,8,29,-0.935745477
1997,9,2,2.990458764
1997,9,3,0.187822026
1997,9,4,-0.347072683
1997,9,5,-0.569452918
1997,9,8,0.163632645
1997,9,9,0.213140698
1997,9,10,-1.688763229
1997,9,11,-0.755249828
1997,9,12,1.07035635
1997,9,15,-0.28283611
1997,9,16,2.263926125
1997,9,17,-0.120315607
1997,9,18,0.460286062
1997,9,19,-0.068158582
1997,9,22,1.004130196
1997,9,23,-0.333883553
1997,9,24,-0.795473081
1997,9,25,-0.742408337
1997,9,26,0.872200364
1997,9,29,0.873494736
1997,9,30,-0.576870135
1997,10,1,0.883541213
1997,10,2,0.149709937
1997,10,3,0.138274681
1997,10,6,0.76630259
1997,10,7,0.964173724
1997,10,8,-1.017326339
1997,10,9,-0.416301219
1997,10,10,-0.20095765
1997,10,13,0.335603838
1997,10,14,0.298555536
1997,10,15,-0.473055593
1997,10,16,-1.478034252
1997,10,17,-1.157591102
1997,10,20,0.948133044
1997,10,21,1.754740324
1997,10,22,-0.318842737
1997,10,23,-1.373616016
1997,10,24,-1.687097021
1997,10,27,-7.183036524
1997,10,28,4.707311624
1997,10,29,0.112025392
1997,10,30,-1.665179107
1997,10,31,0.818239701
1997,11,3,3.107576144
1997,11,4,0.191545919
1997,11,5,0.045518981
1997,11,6,-0.122195357
1997,11,7,-0.857863971
1997,11,10,-0.378563043
1997,11,11,0.080766888
1997,11,12,-2.082368661
1997,11,13,1.168713604
1997,11,14,1.131173375
1997,11,17,1.112497537
1997,11,18,-0.615728352
1997,11,19,0.965912061
1997,11,20,1.31914508
1997,11,21,0.69634324
1997,11,24,-1.436347718
1997,11,25,0.529100529
1997,11,26,-0.181841465
1997,11,28,0.363062555
1997,12,1,2.422158597
1997,12,2,0.071133519
1997,12,3,0.164613159
1997,12,4,0.226593625
1997,12,5,1.228540906
1997,12,8,-0.469990551
1997,12,9,-0.753316566
1997,12,10,-0.880778166
1997,12,11,-1.414288585
1997,12,12,-0.136323098
1997,12,15,1.075488307
1997,12,16,0.67780779
1997,12,17,-0.23695197
1997,12,18,-1.3936713
1997,12,19,-1.149557127
1997,12,22,0.812242951
1997,12,23,-1.630580743
1997,12,24,-0.4121272
1997,12,26,0.250649469
1997,12,29,1.030740707
1997,12,30,1.586160875
1997,12,31,-0.097271349
1998,1,2,0.716968249
1998,1,5,0.175768989
1998,1,6,-0.911141747
1998,1,7,-0.050592565
1998,1,8,-1.261657998
1998,1,9,-2.847768692
1998,1,12,0.881219988
1998,1,13,1.110210273
1998,1,14,0.680280907
1998,1,15,-1.193366475
1998,1,16,0.803453028
1998,1,20,1.541219563
1998,1,21,-0.999606254
1998,1,22,-0.814687468
1998,1,23,-0.390640158
1998,1,26,0.158427156
1998,1,27,1.325052834
1998,1,28,1.284692454
1998,1,29,0.726422841
1998,1,30,-0.834064969
1998,2,2,1.506103286
1998,2,3,0.648757986
1998,2,4,-0.376207049
1998,2,5,-0.152527154
1998,2,6,0.136947776
1998,2,9,-0.058641711
1998,2,10,0.652770026
1998,2,11,0.192803605
1998,2,12,1.320743296
1998,2,13,0.280350318
1998,2,17,-0.484631609
1998,2,18,0.378895857
1998,2,19,-0.047734975
1998,2,20,0.756822781
1998,2,23,0.344815243
1998,2,24,0
1998,2,25,0.029567254
1998,2,26,0.226642271
1998,2,27,0.151181324
1998,3,2,0.254432042
1998,3,3,0.609413088
1998,3,4,0.171269033
1998,3,5,-0.423339072
1998,3,6,0.746540636
1998,3,9,-0.394140216
1998,3,10,0.230772799
1998,3,11,-0.079468368
1998,3,12,0.433764005
1998,3,13,-0.770535107
1998,3,16,0.826838125
1998,3,17,0.498472423
1998,3,18,0.29945595
1998,3,19,0.298510864
1998,3,20,1.048332199
1998,3,23,-0.261329955
1998,3,24,0.195791606
1998,3,25,-0.786080889
1998,3,26,-0.011302117
1998,3,27,-0.448181808
1998,3,30,-0.229485475
1998,3,31,-0.590820257
1998,4,1,0.564721891
1998,4,2,0.970764702
1998,4,3,-0.035608573
1998,4,6,-0.198868658
1998,4,7,-0.432443249
1998,4,8,-0.670278724
1998,4,9,1.162908396
1998,4,13,0.168943326
1998,4,14,1.063865192
1998,4,15,0.568574721
1998,4,16,-0.93535466
1998,4,17,0.990349872
1998,4,20,-0.272723306
1998,4,21,0.514341369
1998,4,22,-0.089276965
1998,4,23,-0.367222404
1998,4,24,-0.866160677
1998,4,27,-0.218191583
1998,4,28,-0.245490926
1998,4,29,0.587693276
1998,4,30,0.500094253
1998,5,1,0.445835392
1998,5,4,-0.094550829
1998,5,5,-0.460287925
1998,5,6,-1.307944674
1998,5,7,-0.748529477
1998,5,8,0.816085683
1998,5,11,-0.374765771
1998,5,12,0.701253023
1998,5,13,0.367178392
1998,5,14,0.386345478
1998,5,15,-0.714948425
1998,5,18,-0.413709633
1998,5,19,-0.464988458
1998,5,20,0.763568446
1998,5,21,-0.448029651
1998,5,22,-0.422807573
1998,5,26,-2.217737537
1998,5,27,0.383038472
1998,5,28,0.253702151
1998,5,29,-1.163823738
1998,6,1,0.162776861
1998,6,2,-0.784466886
1998,6,3,-1.185265001
1998,6,4,0.824041554
1998,6,5,1.309284938
1998,6,8,0.186684636
1998,6,9,-0.272188306
1998,6,10,-0.667626218
1998,6,11,-1.822759988
1998,6,12,0.250771605
1998,6,15,-1.093622826
1998,6,16,-0.008077544
1998,6,17,0.960493968
1998,6,18,-0.143897934
1998,6,19,-1.492385442
1998,6,22,0.062028326
1998,6,23,0.444854029
1998,6,24,1.080591267
1998,6,25,-0.166471147
1998,6,26,-0.042466167
1998,6,29,-0.054430534
1998,6,30,-0.652550273
1998,7,1,0.411691597
1998,7,2,-0.137203049
1998,7,6,0.823953424
1998,7,7,-0.107753881
1998,7,8,0.73561704
1998,7,9,-0.499157125
1998,7,10,0.079133923
1998,7,13,-0.118590096
1998,7,14,1.59778464
1998,7,15,-0.13085891
1998,7,16,1.028895724
1998,7,17,0.105057782
1998,7,20,-0.479626576
1998,7,21,-1.141314286
1998,7,22,-0.618352439
1998,7,23,-2.163079788
1998,7,24,-0.719824043
1998,7,27,1.38121547
1998,7,28,-0.52771036
1998,7,29,-0.685122264
1998,7,30,0.715170313
1998,7,31,-1.565720364
1998,8,3,-0.917896731
1998,8,4,-4.205465073
1998,8,5,0.623984553
1998,8,6,0.750546172
1998,8,7,-0.146331266
1998,8,10,-0.12230065
1998,8,11,0.373603435
1998,8,12,0.283744489
1998,8,13,-0.890398922
1998,8,14,-1.252944831
1998,8,17,2.025057408
1998,8,18,1.405648192
1998,8,19,-0.600288138
1998,8,20,-0.325250304
1998,8,21,-0.774391591
1998,8,24,-0.209677795
1998,8,25,-0.339434662
1998,8,26,0.357941834
1998,8,27,-2.529273446
1998,8,28,-1.730640142
1998,8,31,-6.682757767
1998,9,1,3.221637589
1998,9,2,-1.502322461
1998,9,3,0.040369314
1998,9,4,-1.2536673
1998,9,8,0.701829276
1998,9,9,-1.62601626
1998,9,10,-0.845008072
1998,9,11,2.794187457
1998,9,14,0.117186023
1998,9,15,1.333535384
1998,9,16,0.351051293
1998,9,17,-0.407285606
1998,9,18,-0.592989878
1998,9,21,2.509335711
1998,9,22,-1.1342297
1998,9,23,2.075457527
1998,9,24,-1.420423047
1998,9,25,1.487782988
1998,9,28,-0.073938976
1998,9,29,-0.746809478
1998,9,30,-2.277768086
1998,10,1,-1.508503884
1998,10,2,2.007469043
1998,10,5,-0.445830327
1998,10,6,0.116369279
1998,10,7,-0.168927632
1998,10,8,-0.033615618
1998,10,9,1.190018702
1998,10,12,-0.454093058
1998,10,13,-0.558708206
1998,10,14,0.552681388
1998,10,15,4.354276949
1998,10,16,0.381642973
1998,10,19,0.606024597
1998,10,20,-0.400463695
1998,10,21,0.170493962
1998,10,22,0.165512384
1998,10,23,-0.926001899
1998,10,26,-0.610561056
1998,10,27,-1.620452033
1998,10,28,-0.008360505
1998,10,29,1.478879969
1998,10,30,0.005819638
1998,11,2,0.699769828
1998,11,3,-0.032150649
1998,11,4,-0.213590248
1998,11,5,1.518998873
1998,11,6,0.815464624
1998,11,9,-0.923070071
1998,11,10,-0.350750967
1998,11,11,-1.105083834
1998,11,12,0.07593789
1998,11,13,0.63633902
1998,11,16,1.011086077
1998,11,17,-0.054497731
1998,11,18,0.580716217
1998,11,19,-0.274198877
1998,11,20,0.325304768
1998,11,23,1.610717886
1998,11,24,-0.28623806
1998,11,25,0.230283335
1998,11,27,-0.008570908
1998,11,30,-1.891868624
1998,12,1,1.038762777
1998,12,2,0.275454666
1998,12,3,-1.678606624
1998,12,4,0.571116242
1998,12,7,0.430709952
1998,12,8,-0.110643948
1998,12,9,-0.17949343
1998,12,10,-1.851605169
1998,12,11,0.085089003
1998,12,14,-0.825729927
1998,12,15,1.118534903
1998,12,16,-0.597055431
1998,12,17,1.003687014
1998,12,18,0.007862607
1998,12,21,0.954637855
1998,12,22,0.483279636
1998,12,23,1.27780407
1998,12,24,0.170609522
1998,12,28,-0.263749568
1998,12,29,1.066944246
1998,12,30,-0.382376318
1998,12,31,-0.972863368
1999,1,4,-0.309352206
1999,1,5,1.197695903
1999,1,6,1.550115434
1999,1,7,0.97932305
1999,1,8,0.323547159
1999,1,11,0.061368837
1999,1,12,-1.301095879
1999,1,13,1.47607884
1999,1,14,-2.084787066
1999,1,15,1.520536481
1999,1,19,-0.566509008
1999,1,20,-0.635403806
1999,1,21,-1.15130175
1999,1,22,-0.314771299
1999,1,25,0.939940335
1999,1,26,1.235506145
1999,1,27,-1.903248851
1999,1,28,0.65830857
1999,1,29,0.444329963
1999,2,1,-0.634741744
1999,2,2,-0.475403503
1999,2,3,0.985402247
1999,2,4,-0.907377232
1999,2,5,-0.138455099
1999,2,8,-0.296178652
1999,2,9,-1.461940983
1999,2,10,0.453157324
1999,2,11,2.040037924
1999,2,12,-0.766062162
1999,2,16,-0.38892996
1999,2,17,-0.490217297
1999,2,18,0.637466584
1999,2,19,0.597770478
1999,2,22,2.205079922
1999,2,23,-0.050265991
1999,2,24,-1.552173776
1999,2,25,-0.312909097
1999,2,26,-0.810010019
1999,3,1,0.10198276
1999,3,2,-0.90065124
1999,3,3,-0.384462558
1999,3,4,1.372708583
1999,3,5,1.03147343
1999,3,8,-0.011306752
1999,3,9,-0.099963931
1999,3,10,0.387258477
1999,3,11,0.830285557
1999,3,12,-0.510723172
1999,3,15,0.795530455
1999,3,16,-0.389194828
1999,3,17,-0.608658035
1999,3,18,0.391621312
1999,3,19,-2.020222007
1999,3,22,-0.11512942
1999,3,23,-1.7762296
1999,3,24,-0.363838757
1999,3,25,1.034337541
1999,3,26,0.26847967
1999,3,29,1.289551997
1999,3,30,-0.904656231
1999,3,31,-1.825806063
1999,4,1,0.073280205
1999,4,5,1.147183084
1999,4,6,-0.222317915
1999,4,7,0.617554921
1999,4,8,1.12853162
1999,4,9,0.070820137
1999,4,12,2.430108379
1999,4,13,0.526081659
1999,4,14,-0.241451006
1999,4,15,0.489833553
1999,4,16,-0.032389281
1999,4,19,-1.188707281
1999,4,20,0.077582491
1999,4,21,1.135473018
1999,4,22,-0.080105814
1999,4,23,0.403881015
1999,4,26,-0.024251017
1999,4,27,0.461885196
1999,4,28,0.36368011
1999,4,29,0.127018022
1999,4,30,-1.325236192
1999,5,3,2.093838054
1999,5,4,-1.14419593
1999,5,5,0.483366506
1999,5,6,0.346502888
1999,5,7,0.587205485
1999,5,10,-0.199468688
1999,5,11,-0.302901525
1999,5,12,-0.018177852
1999,5,13,0.175870559
1999,5,14,-0.337890286
1999,5,17,-0.100327676
1999,5,18,-0.540570306
1999,5,19,0.467854605
1999,5,20,-0.235944328
1999,5,21,-0.457758454
1999,5,24,-1.617743469
1999,5,25,-1.132213637
1999,5,26,1.146405315
1999,5,27,-1.654608663
1999,5,28,0.668280964
1999,6,1,0.447431534
1999,6,2,-0.131233596
1999,6,3,0.324577579
1999,6,4,0.908190533
1999,6,7,0.964350498
1999,6,8,-1.036917194
1999,6,9,-0.839455328
1999,6,10,-0.002824433
1999,6,11,-1.216606872
1999,6,14,0.69108171
1999,6,15,-0.161136816
1999,6,16,0.701220366
1999,6,17,1.014656144
1999,6,18,-0.270096463
1999,6,21,-0.451905643
1999,6,22,-0.435529554
1999,6,23,-0.330770021
1999,6,24,-0.805062004
1999,6,25,-0.319277564
1999,6,28,0.200302805
1999,6,29,1.326612828
1999,6,30,1.532595417
1999,7,1,0.85669498
1999,7,2,0.448171694
1999,7,6,0.136691877
1999,7,7,0.518432662
1999,7,8,0.073749629
1999,7,9,0.457698762
1999,7,12,-0.295526161
1999,7,13,0.61856784
1999,7,14,-0.482940851
1999,7,15,-0.121428571
1999,7,16,0.189478576
1999,7,19,-0.197148923
1999,7,20,-1.203942462
1999,7,21,0.035458091
1999,7,22,-0.305376813
1999,7,23,-0.625700156
1999,7,26,-0.438090001
1999,7,27,1.06598424
1999,7,28,-0.062847254
1999,7,29,-1.180381312
1999,7,30,-1.261201153
1999,8,2,-0.082591883
1999,8,3,0.294007139
1999,8,4,-0.008430361
1999,8,5,1.109091931
1999,8,6,-0.728276782
1999,8,9,-0.058801568
1999,8,10,-0.457764242
1999,8,11,1.288190337
1999,8,12,0.034304681
1999,8,13,1.401774164
1999,8,16,0.607462591
1999,8,17,0.610881842
1999,8,18,-1.064835234
1999,8,19,-0.228412307
1999,8,20,1.247742571
1999,8,23,1.802751426
1999,8,24,-0.125691525
1999,8,25,0.386442601
1999,8,26,-1.125728413
1999,8,27,-0.967093807
1999,8,30,-1.565698928
1999,8,31,-0.736958853
1999,9,1,1.011229729
1999,9,2,-0.739655804
1999,9,3,1.429173076
1999,9,7,-0.406170176
1999,9,8,0.019938192
1999,9,9,0.436032018
1999,9,10,-0.528546947
1999,9,13,0.02629813
1999,9,14,-1.073562614
1999,9,15,-0.999046781
1999,9,16,-0.540024824
1999,9,17,0.541627115
1999,9,20,0.203667873
1999,9,21,-2.074286242
1999,9,22,-0.710417571
1999,9,23,-1.952661035
1999,9,24,-0.316139606
1999,9,27,0.234451762
1999,9,28,-0.242706665
1999,9,29,-0.591767809
1999,9,30,1.20323866
1999,10,1,-0.606635255
1999,10,4,1.232164756
1999,10,5,-0.005768565
1999,10,6,1.812534856
1999,10,7,-0.483552601
1999,10,8,1.094499027
1999,10,11,-0.015023756
1999,10,12,-2.175832019
1999,10,13,-1.729685084
1999,10,14,0.544429131
1999,10,15,-2.594637684
1999,10,18,0.976194041
1999,10,19,0.863849765
1999,10,20,1.853321964
1999,10,21,-0.895031134
1999,10,22,-1.052760899
1999,10,25,-1.137644474
1999,10,26,-0.471456588
1999,10,27,0.893931747
1999,10,28,2.1620166
1999,10,29,0.947390208
1999,11,1,-0.766951206
1999,11,2,-0.674882905
1999,11,3,0.251358375
1999,11,4,0.256303946
1999,11,5,0.606203008
1999,11,8,0.472423231
1999,11,9,-0.912730632
1999,11,10,-0.133812041
1999,11,11,-0.07450581
1999,11,12,1.659508189
1999,11,15,-0.036229528
1999,11,16,1.573925243
1999,11,17,-0.41998353
1999,11,18,1.35933209
1999,11,19,-0.265562122
1999,11,22,0.733049924
1999,11,23,-0.853899353
1999,11,24,0.07272595
1999,11,26,-0.167161793
1999,11,29,-0.344083672
1999,11,30,-0.618519026
1999,12,1,1.120764952
1999,12,2,0.401091405
1999,12,3,2.173617838
1999,12,6,-0.547542262
1999,12,7,-1.024800164
1999,12,8,-0.352921052
1999,12,9,0.5526658
1999,12,10,0.780225897
1999,12,13,-0.221974593
1999,12,14,-0.313524425
1999,12,15,0.595942216
1999,12,16,0.182637825
1999,12,17,-0.016874939
1999,12,20,-0.97916389
1999,12,21,0.521431648
1999,12,22,0.036608777
1999,12,23,1.818409048
1999,12,27,-0.171768603
1999,12,28,0.768271696
1999,12,29,0.102851066
1999,12,30,-0.274285117
1999,12,31,0.380669664
2000,1,3,-1.254586239
2000,1,4,-3.100495163
2000,1,5,1.21298706
2000,1,6,1.258840679
2000,1,7,2.449520321
2000,1,10,0.344244526
2000,1,11,-0.496174958
2000,1,12,0.38586215
2000,1,13,0.209375162
2000,1,14,0.892480614
2000,1,18,-1.352481398
2000,1,19,-0.397045565
2000,1,20,-1.209716021
2000,1,21,-0.921074646
2000,1,24,-2.165856433
2000,1,25,0.171646535
2000,1,26,0.065301384
2000,1,27,-0.067962485
2000,1,28,-2.594127838
2000,1,31,1.90670467
2000,2,1,0.944439873
2000,2,2,-0.311661955
2000,2,3,0.026338495
2000,2,4,-0.459398605
2000,2,7,-0.548969542
2000,2,8,0.488797997
2000,2,9,-2.279701885
2000,2,10,-0.507576253
2000,2,11,-2.005903032
2000,2,14,0.844541158
2000,2,15,1.881142944
2000,2,16,-1.404059075
2000,2,17,-0.484582332
2000,2,18,-2.806573717
2000,2,22,0.83171882
2000,2,23,-0.671212651
2000,2,24,-1.463509885
2000,2,25,-2.266222698
2000,2,28,1.867542868
2000,2,29,0.883501335
2000,3,1,0.096760498
2000,3,2,0.29105906
2000,3,3,1.928011719
2000,3,6,-1.819673714
2000,3,7,-3.937887346
2000,3,8,0.569755803
2000,3,9,1.576919604
2000,3,10,-0.796123295
2000,3,13,0.362316647
2000,3,14,-1.470524731
2000,3,15,3.295728552
2000,3,16,4.842400095
2000,3,17,-0.327375353
2000,3,20,0.806055801
2000,3,21,2.126364675
2000,3,22,-0.46074929
2000,3,23,2.163647055
2000,3,24,0.046815215
2000,3,27,-0.607579418
2000,3,28,-0.794651524
2000,3,29,0.728585794
2000,3,30,-0.254355844
2000,3,31,-0.649486505
2000,4,3,3.301022709
2000,4,4,-0.538961097
2000,4,5,-1.159155447
2000,4,6,0.767933561
2000,4,7,-0.094407481
2000,4,10,0.645080028
2000,4,11,0.948931223
2000,4,12,-1.399450501
2000,4,13,-1.878267431
2000,4,14,-5.648734757
2000,4,17,2.70981142
2000,4,18,1.732804233
2000,4,19,-0.688436134
2000,4,20,1.647888116
2000,4,24,0.774327084
2000,4,25,1.906253721
2000,4,26,-1.639123285
2000,4,27,-0.491687915
2000,4,28,-1.458761751
2000,5,1,0.580497516
2000,5,2,-0.689457318
2000,5,3,-2.349005796
2000,5,4,-0.633654296
2000,5,5,1.615800647
2000,5,8,0.305544257
2000,5,9,-0.666509545
2000,5,10,-1.569338561
2000,5,11,1.704068741
2000,5,12,0.571612744
2000,5,15,1.893089469
2000,5,16,1.096523669
2000,5,17,-1.472014345
2000,5,18,0.051059247
2000,5,19,-1.276453429
2000,5,22,-0.774602816
2000,5,23,-1.108254025
2000,5,24,1.097793857
2000,5,25,-1.956333868
2000,5,26,-0.229586647
2000,5,30,2.182037021
2000,5,31,-0.056989258
2000,6,1,1.138402818
2000,6,2,1.263590398
2000,6,5,0.205686967
2000,6,6,-0.803873376
2000,6,7,0.739740066
2000,6,8,-1.387399712
2000,6,9,-0.603080957
2000,6,12,-0.47950561
2000,6,13,0.563324276
2000,6,14,0.521984482
2000,6,15,0.235743152
2000,6,16,-2.505178302
2000,6,19,1.047050266
2000,6,20,-1.171523549
2000,6,21,0.487230539
2000,6,22,-1.142339939
2000,6,23,0.272731653
2000,6,26,1.338946721
2000,6,27,-0.351938985
2000,6,28,0.203685373
2000,6,29,-1.185872158
2000,6,30,0.527272902
2000,7,3,1.055461992
2000,7,5,-0.518115048
2000,7,6,0
2000,7,7,1.456602406
2000,7,10,0.183493145
2000,7,11,0.73339531
2000,7,12,0.574508963
2000,7,13,0.128075435
2000,7,14,0.180667636
2000,7,17,-0.074913988
2000,7,18,-0.549114749
2000,7,19,-0.262024207
2000,7,20,1.338230209
2000,7,21,-1.013510398
2000,7,24,-0.431444173
2000,7,25,0.1001001
2000,7,26,-1.617490224
2000,7,27,0.658945687
2000,7,28,-0.790939122
2000,7,31,0.073233596
2000,8,1,0.790588951
2000,8,2,0.738038683
2000,8,3,0.250950428
2000,8,4,0.507775309
2000,8,7,0.863189159
2000,8,8,1.028052866
2000,8,9,-0.593387963
2000,8,10,0.070635074
2000,8,11,1.116816431
2000,8,14,1.351216548
2000,8,15,-0.966442953
2000,8,16,-0.545677942
2000,8,17,0.405049496
2000,8,18,-0.042529318
2000,8,21,0.189894021
2000,8,22,0.514338308
2000,8,23,0.127577377
2000,8,24,0.348172543
2000,8,25,0.10822414
2000,8,28,0.52079146
2000,8,29,-0.304018917
2000,8,30,-0.945668659
2000,8,31,0.989626481
2000,9,1,0.172021926
2000,9,5,0.345755583
2000,9,6,0.506504585
2000,9,7,-0.495758218
2000,9,8,-0.364065816
2000,9,11,-0.213913276
2000,9,12,0.31702939
2000,9,13,-0.381291759
2000,9,14,-0.912454422
2000,9,15,-1.450242609
2000,9,18,-1.079037926
2000,9,19,-0.211797784
2000,9,20,-0.987539951
2000,9,21,0.795842891
2000,9,22,1.583585402
2000,9,25,-0.36137692
2000,9,26,-1.619425705
2000,9,27,-0.057360478
2000,9,28,1.827880111
2000,9,29,-1.575581718
2000,10,2,0.38464786
2000,10,3,0.092438701
2000,10,4,0.570719834
2000,10,5,-0.545267394
2000,10,6,-1.214714547
2000,10,9,-0.268946579
2000,10,10,-0.423873141
2000,10,11,-1.019855338
2000,10,12,-3.73653361
2000,10,13,1.600941026
2000,10,16,0.530201869
2000,10,17,-1.495670172
2000,10,18,-1.09641469
2000,10,19,1.282128093
2000,10,20,0.843103805
2000,10,23,0.404680215
2000,10,24,1.163175518
2000,10,25,-0.66565984
2000,10,26,0.483049699
2000,10,27,2.01317716
2000,10,30,2.339418781
2000,10,31,1.25237647
2000,11,1,-0.608232569
2000,11,2,-0.208195759
2000,11,3,-0.599088503
2000,11,6,1.447239525
2000,11,7,-0.241376484
2000,11,8,-0.430881024
2000,11,9,-0.622815788
2000,11,10,-1.949361002
2000,11,13,-0.737119289
2000,11,14,1.45229004
2000,11,15,0.24716324
2000,11,16,-0.460519556
2000,11,17,-0.255228908
2000,11,20,-1.520114456
2000,11,21,0.276142792
2000,11,22,-0.810736053
2000,11,24,0.637261027
2000,11,27,0.637447158
2000,11,28,-0.287533569
2000,11,29,1.203500052
2000,11,30,-1.847226804
2000,12,1,-0.415674679
2000,12,4,1.761537201
2000,12,5,3.043453597
2000,12,6,-2.126448913
2000,12,7,-0.256465659
2000,12,8,0.759962754
2000,12,11,0.059704834
2000,12,12,0.424329466
2000,12,13,0.152161811
2000,12,14,-1.109793604
2000,12,15,-2.000375657
2000,12,18,2.032913843
2000,12,19,-0.551531039
2000,12,20,-2.477081561
2000,12,21,1.676297216
2000,12,22,1.336788848
2000,12,26,0.509484687
2000,12,27,1.057988232
2000,12,28,0.681784497
2000,12,29,-0.754453113
2001,1,2,-1.340944685
2001,1,3,2.899204693
2001,1,4,-0.296941955
2001,1,5,-2.298218606
2001,1,8,-0.350887069
2001,1,9,-0.495990664
2001,1,10,0.338742489
2001,1,11,0.087734194
2001,1,12,-0.785204596
2001,1,16,1.205609075
2001,1,17,-0.719444705
2001,1,18,0.88524838
2001,1,19,-0.920830994
2001,1,22,-0.034965365
2001,1,23,0.69971066
2001,1,24,-0.045062806
2001,1,25,0.798534454
2001,1,26,-0.625518546
2001,1,29,0.42319205
2001,1,30,1.672553307
2001,1,31,0.047784455
2001,2,1,0.907687785
2001,2,2,-1.079880175
2001,2,5,0.970498324
2001,2,6,-0.069311446
2001,2,7,-0.021006485
2001,2,8,-0.549330018
2001,2,9,-0.89166705
2001,2,12,1.552962131
2001,2,13,-0.428302679
2001,2,14,-0.954180964
2001,2,15,0.836056922
2001,2,16,-0.774524306
2001,2,20,-0.641654784
2001,2,21,-1.816011118
2001,2,22,-0.009498661
2001,2,23,-0.82912282
2001,2,26,1.865500211
2001,2,27,-0.014099865
2001,2,28,-1.353472503
2001,3,1,-0.410742195
2001,3,2,0.271124737
2001,3,5,0.892166321
2001,3,6,0.198671738
2001,3,7,1.300050038
2001,3,8,1.22119472
2001,3,9,-1.89399176
2001,3,12,-4.04474315
2001,3,13,0.821992966
2001,3,14,-2.97624375
